PUMFID,JobIncomeCategory,GovLoan,RESP,GovGrant,NonGovGrant,Scholarship,Savings,FamilySupport,BankLoan,CreditCard,EmployerFunding,OtherFunding,WorkBeforeProgram,WorkPlacement,Male,Ontario,Quebec,WesternProv,ageUnder25,age25to29,age30to39,age40more,status_ctz_birth,status_ctz_nature,status_immigrant,edu_college,edu_bachelor,edu_graduate,fieldOfStudy_edu,fieldOfStudy_human,fieldOfStudy_social,fieldOfStudy_business,fieldOfStudy_lifeScience,fieldOfStudy_math,fieldOfStudy_engineering,fieldOfStudy_health,Parent1Edu_higher,Parent1Edu_same,Parent1Edu_lower,Parent2Edu_higher,Parent2Edu_same,Parent2Edu_lower
69783,120000.0,0,0,0,0,0,1,1,0,0,0,0,42.0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
69784,0.0,1,0,0,0,0,1,0,0,0,0,0,60.0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
69785,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
69786,60000.0,0,0,0,0,0,0,1,1,0,0,0,6.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
69787,60000.0,0,0,0,0,0,0,1,0,0,0,0,60.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
69788,60000.0,0,0,0,0,0,0,1,0,0,0,1,18.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
69789,60000.0,0,0,0,0,0,1,1,0,0,0,0,18.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
69793,40000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
69794,40000.0,1,0,0,0,0,1,0,0,0,0,0,18.0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
69795,,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69799,120000.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
69800,0.0,0,0,1,0,0,1,0,0,0,0,0,60.0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
69805,0.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
69806,40000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
69808,60000.0,1,0,1,0,0,0,0,0,0,0,0,60.0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
69810,40000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
69812,0.0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69813,40000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69814,40000.0,1,0,0,0,0,0,0,1,0,0,0,60.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
69815,0.0,1,0,0,0,0,0,0,1,0,0,0,6.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
69817,60000.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
69819,60000.0,0,1,0,0,0,1,0,0,0,0,0,60.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
69820,80000.0,0,0,0,0,1,0,0,0,0,0,0,30.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
69821,60000.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
69822,,1,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69827,60000.0,0,0,0,0,0,0,0,0,0,0,0,6.0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
69828,60000.0,1,0,0,0,0,0,1,0,0,0,0,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69829,120000.0,0,0,0,0,0,0,0,0,0,0,0,42.0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69830,120000.0,1,1,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
69831,60000.0,0,0,0,0,0,1,1,0,0,0,0,60.0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
69832,0.0,0,0,0,0,0,0,1,1,0,0,0,42.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
69833,80000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
69834,60000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
69835,40000.0,0,0,0,0,0,1,1,0,0,0,0,18.0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
69836,60000.0,0,1,0,0,0,0,1,0,0,0,0,6.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
69837,0.0,0,0,0,0,1,0,0,0,0,0,0,30.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
69838,40000.0,1,0,0,0,0,0,0,0,0,0,1,6.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
69839,0.0,1,0,0,0,0,0,1,0,0,0,0,30.0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
69842,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
69843,80000.0,1,0,0,0,0,1,0,0,0,0,0,60.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
69845,60000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
69847,120000.0,0,0,0,0,0,1,0,0,0,1,0,60.0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
69848,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
69849,80000.0,1,1,0,0,0,0,0,0,0,0,0,30.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
69850,,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
69851,0.0,0,0,0,0,0,0,0,0,0,0,0,6.0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
69852,13000.0,0,0,0,0,1,1,0,0,0,0,0,60.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
69853,80000.0,1,0,0,0,0,1,0,0,0,0,0,6.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
69854,40000.0,1,0,1,0,0,0,0,0,0,0,0,60.0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
69855,60000.0,0,0,0,1,0,1,0,0,0,0,0,60.0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
69859,0.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
69861,120000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
69863,60000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69865,60000.0,1,0,0,0,0,1,0,0,0,0,0,30.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
69867,0.0,0,0,0,0,0,1,0,0,0,1,0,60.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69868,,1,0,0,0,1,0,0,0,0,0,0,6.0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
69869,0.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
69873,120000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
69875,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
69876,80000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
69877,80000.0,0,0,0,0,1,1,0,0,0,0,0,60.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
69878,80000.0,0,0,0,0,0,0,1,0,0,1,0,60.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
69879,0.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
69882,60000.0,1,0,0,0,0,1,0,0,0,0,0,18.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
69884,120000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
69885,40000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
69887,80000.0,0,1,0,0,0,1,0,0,0,0,0,42.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
69891,120000.0,0,0,0,0,0,1,1,0,0,0,0,60.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
69892,0.0,1,0,0,0,0,0,0,1,0,0,0,6.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
69893,0.0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
69894,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
69897,,0,0,0,0,0,0,0,0,0,0,0,18.0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
69898,120000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
69901,120000.0,0,0,0,0,0,1,0,0,0,1,0,60.0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
69902,40000.0,0,0,0,0,1,1,0,0,0,0,0,60.0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
69903,60000.0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
69904,120000.0,0,0,0,0,0,1,1,0,0,0,0,18.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
69905,60000.0,1,0,0,0,1,0,0,0,0,0,0,42.0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
69906,0.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
69908,0.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
69911,60000.0,0,0,0,0,1,0,1,0,0,0,0,60.0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
69912,120000.0,1,0,0,0,0,0,1,0,0,0,0,42.0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
69913,80000.0,0,0,0,0,0,1,1,0,0,0,0,30.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
69916,0.0,0,1,0,0,0,0,1,0,0,0,0,6.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
69917,60000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
69919,120000.0,0,0,0,0,0,1,0,0,0,1,0,60.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
69923,0.0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
69924,80000.0,0,0,0,0,1,1,0,0,0,0,0,18.0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
69927,40000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
69928,80000.0,0,0,0,0,0,0,0,0,0,0,0,18.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
69929,80000.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
69931,120000.0,1,0,0,0,0,1,0,0,0,0,0,60.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
69932,,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
69934,60000.0,0,0,0,0,0,1,1,0,0,0,0,18.0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
69936,120000.0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
69937,,0,0,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69938,13000.0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69939,60000.0,0,0,0,0,0,0,0,0,0,0,0,18.0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
69940,80000.0,0,0,0,0,0,1,1,0,0,0,0,60.0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
69941,40000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
69942,80000.0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
69943,60000.0,1,0,1,0,0,0,0,0,0,0,0,60.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
69944,13000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
69945,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
69948,80000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
69949,40000.0,1,1,0,0,0,0,0,0,0,0,0,6.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
69950,60000.0,0,0,0,0,0,0,0,0,0,0,0,6.0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
69951,60000.0,0,0,1,1,0,0,0,0,0,0,0,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
69952,60000.0,0,0,0,0,0,0,1,0,0,1,0,60.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
69953,13000.0,0,0,1,0,0,1,0,0,0,0,0,42.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
69955,60000.0,1,0,0,0,0,1,0,0,0,0,0,60.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
69956,80000.0,0,0,0,0,0,1,1,0,0,0,0,42.0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69957,120000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
69958,0.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69959,0.0,0,0,0,0,1,0,1,0,0,0,0,6.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
69962,60000.0,0,1,0,0,0,1,0,0,0,0,0,18.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
69964,,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
69966,13000.0,1,0,0,0,0,1,0,0,0,0,0,6.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
69967,0.0,0,0,0,0,0,0,1,0,0,0,0,60.0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
69969,80000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
69971,60000.0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
69973,60000.0,0,1,0,0,1,0,0,0,0,0,0,18.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
69977,,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
69978,80000.0,0,0,0,0,0,1,1,0,0,0,0,60.0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
69979,40000.0,1,0,0,0,0,0,1,0,0,0,0,60.0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
69980,40000.0,1,0,0,1,0,0,0,0,0,0,0,18.0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
69981,120000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
69982,40000.0,1,0,0,0,0,0,1,0,0,0,0,42.0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
69983,,0,0,0,0,0,0,0,0,0,0,0,60.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
69984,120000.0,1,0,0,0,0,1,0,0,0,0,0,30.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
69985,0.0,0,0,0,0,0,0,0,0,0,0,0,30.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
69988,80000.0,1,0,0,0,1,0,0,0,0,0,0,42.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
69989,60000.0,0,1,0,0,0,1,0,0,0,0,0,18.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
69990,40000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
69991,40000.0,1,0,1,0,0,0,0,0,0,0,0,30.0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
69992,40000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
69993,80000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
69994,120000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
69995,40000.0,0,0,0,0,0,0,0,0,0,0,0,30.0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
69996,80000.0,0,1,0,0,0,0,1,0,0,0,0,42.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
69999,0.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
70000,40000.0,1,1,0,0,0,0,0,0,0,0,0,18.0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
70001,40000.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
70003,60000.0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
70007,60000.0,1,0,0,0,0,1,0,0,0,0,0,60.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
70008,60000.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70009,40000.0,0,0,0,0,0,0,0,0,0,0,0,18.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
70010,,0,0,0,0,0,1,0,1,0,0,0,60.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
70013,0.0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
