PUMFID,JOBINCP,STL_170A,STL_170B,STL_170C,STL_170D,STL_170E,STL_170F,STL_170H,STL_170I,STL_170J,STL_170L,STLP170N,GRADAGEP,GENDER2,CTZSHIPP,HLOSGRDP,PGMCIPAP,REG_INST,BEF_160,PGM_P100,PAR1GRD,PAR2GRD
59556,3,2,1,6,6,2,2,2,6,6,1,6,1,1,1,1,5,4,4,2,2,2
59558,99,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,8,1,3,2,1,1
59561,5,1,6,1,6,2,2,6,2,6,6,6,3,2,1,3,5,3,6,2,1,1
59562,4,2,6,6,6,1,2,1,6,6,6,6,2,1,9,3,5,4,3,1,1,1
59563,4,1,6,6,6,6,1,2,6,6,6,6,1,2,1,2,5,4,4,2,1,1
59565,96,2,6,6,6,6,1,2,1,6,6,6,3,2,1,3,5,4,6,1,3,3
59567,3,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,10,2,4,1,3,3
59568,96,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,2,4,6,2,2,1
59570,99,2,6,2,6,1,6,6,6,6,1,6,4,1,2,3,9,4,6,1,1,1
59572,99,1,6,6,2,6,6,6,1,2,6,6,3,2,1,2,9,4,6,1,1,1
59573,2,6,6,6,6,6,6,6,6,6,6,6,3,2,1,1,9,4,6,1,1,1
59574,96,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,2,2,3,2,2,2
59575,2,6,6,6,6,6,6,6,6,6,6,6,2,1,9,2,5,1,6,2,2,2
59576,2,6,6,6,6,6,6,6,6,6,6,6,1,2,9,2,5,4,1,1,1,1
59578,5,1,2,6,6,2,2,2,1,2,6,6,1,1,1,2,9,4,1,1,3,2
59579,3,9,9,9,9,9,9,9,9,9,9,9,3,2,1,2,5,3,4,1,9,9
59580,3,6,6,6,6,6,6,6,6,6,6,6,3,2,1,2,10,2,6,2,3,1
59581,3,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,4,4,1,2,3,2
59585,96,2,6,2,6,6,1,6,1,6,6,6,1,2,2,2,9,1,4,2,2,1
59586,3,6,6,6,6,6,6,6,6,6,6,6,3,2,1,2,10,2,6,1,1,1
59587,2,6,6,6,6,6,6,6,6,6,6,6,1,1,9,1,2,4,1,1,2,2
59589,3,6,6,2,6,6,1,6,1,6,6,6,1,1,1,2,5,4,5,1,1,1
59593,96,1,6,2,6,6,6,6,6,6,6,1,1,1,1,1,8,1,2,2,3,3
59594,96,6,6,6,6,6,6,6,6,6,6,6,3,2,3,3,8,1,6,1,1,1
59596,1,2,6,6,6,1,1,6,6,6,6,6,2,1,1,2,2,2,6,2,3,3
59597,5,6,6,6,6,6,6,6,6,6,6,6,2,2,1,3,9,2,2,1,3,1
59599,4,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,8,4,3,2,1,3
59600,5,6,6,6,6,6,6,6,6,6,6,6,1,2,9,2,6,1,2,2,3,2
59601,3,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,8,1,6,1,3,1
59602,4,2,6,2,2,1,1,6,6,6,6,6,1,1,1,2,5,4,4,2,1,1
59603,96,6,6,6,6,6,6,6,6,6,6,6,4,1,1,1,10,3,6,2,3,1
59604,2,2,2,6,2,2,1,1,6,6,6,6,1,2,1,2,6,4,6,2,3,2
59605,3,1,6,1,6,6,6,2,6,6,6,6,1,1,2,2,6,3,1,2,1,1
59606,5,6,6,6,6,6,6,6,6,6,6,6,3,1,1,3,2,2,6,2,1,1
59607,2,2,6,2,6,6,1,1,6,6,6,6,1,2,1,1,4,4,6,1,9,9
59608,4,6,6,6,6,6,6,6,6,6,6,6,2,2,1,3,5,2,6,2,2,1
59609,1,2,6,2,6,2,6,1,6,2,1,6,1,1,1,2,5,4,6,2,3,2
59612,1,1,6,2,6,6,1,6,6,6,6,6,1,2,1,1,8,4,2,2,1,1
59613,3,6,6,6,6,6,6,6,6,6,6,6,3,1,2,2,5,4,5,1,1,1
59615,2,6,6,6,6,6,6,6,6,6,6,6,3,2,2,2,5,1,6,2,3,2
59618,4,2,2,6,6,2,1,1,6,6,6,6,1,1,1,2,5,3,1,1,2,2
59621,96,6,6,6,6,6,6,6,6,6,6,6,2,1,1,1,5,2,6,2,2,3
59622,5,6,6,6,6,6,6,6,6,6,6,6,1,2,3,3,7,3,1,1,1,1
59623,4,6,6,6,6,6,6,6,6,6,6,6,2,2,1,1,9,4,4,1,3,2
59624,1,1,2,1,6,6,2,6,6,2,6,6,1,2,2,2,4,4,4,2,2,2
59625,4,2,6,6,2,1,2,6,6,2,6,6,3,2,2,3,9,3,2,2,1,1
59626,3,6,6,6,6,6,6,6,6,6,6,6,3,2,1,2,4,1,4,2,1,1
59627,5,1,6,2,6,2,6,1,6,6,6,6,2,1,1,3,7,2,3,2,3,2
59628,2,6,6,6,6,6,6,6,6,6,6,6,2,2,1,1,4,3,6,1,2,1
59630,1,9,9,9,9,9,9,9,9,9,9,9,1,2,1,2,4,3,6,1,1,1
59631,96,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,8,2,2,2,3,3
59632,3,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,5,4,5,1,1,2
59633,4,6,6,6,6,6,6,6,6,6,6,6,9,2,1,1,5,2,6,2,1,1
59634,1,1,6,1,6,2,6,6,6,6,6,6,3,2,1,1,4,4,6,1,1,9
59637,1,1,6,1,6,6,2,6,6,6,6,6,1,2,1,1,9,3,4,1,2,1
59638,3,2,1,6,2,2,1,6,6,6,6,6,1,2,1,2,10,1,3,2,3,2
59641,5,6,6,6,6,6,6,6,6,6,6,6,4,2,1,2,5,4,6,2,1,1
59643,96,6,6,6,6,6,6,6,6,6,6,6,1,1,9,1,8,4,1,2,9,9
59644,4,2,6,6,6,2,1,1,6,6,6,6,1,1,1,2,9,1,4,1,3,1
59646,2,2,1,1,6,2,2,6,6,6,6,6,1,2,2,1,2,4,6,1,2,1
59647,1,2,6,2,6,1,1,6,6,6,6,6,1,2,1,2,4,4,2,2,3,3
59649,3,6,6,6,6,6,6,6,6,6,6,6,1,1,3,2,10,4,1,2,2,1
59651,5,6,6,6,6,6,6,6,6,6,6,6,4,2,1,3,1,2,6,1,9,1
59653,96,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,9,1,2,1,2,3
59654,96,2,1,6,6,6,2,1,6,6,6,6,1,1,2,2,4,4,1,2,2,2
59656,5,6,6,6,6,6,6,6,6,6,6,6,1,1,2,3,5,3,3,1,1,1
59657,1,2,6,6,6,6,1,6,6,1,6,6,1,2,1,1,5,2,2,1,2,1
59658,2,2,6,6,2,1,1,6,6,6,6,6,1,2,1,2,2,4,5,1,3,2
59659,5,6,6,6,6,6,6,6,6,6,6,6,1,2,9,3,8,2,1,2,9,9
59660,3,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,9,4,4,1,1,1
59661,4,2,6,2,6,2,6,1,6,6,1,6,2,2,1,3,1,2,2,1,2,1
59662,96,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,5,4,5,2,2,2
59663,96,6,6,6,6,6,6,6,6,6,6,6,2,2,1,3,6,2,1,1,1,1
59664,3,6,6,6,6,6,6,6,6,6,6,6,1,2,3,1,8,3,1,2,3,1
59665,4,1,6,2,6,6,2,6,2,6,1,6,1,1,1,3,5,2,3,1,1,1
59666,99,6,6,6,6,6,6,6,6,6,6,6,3,2,2,2,5,2,1,2,9,9
59667,3,2,6,6,6,1,2,1,6,6,6,6,1,2,1,2,4,4,4,2,2,1
59669,3,2,6,2,6,6,1,1,6,6,6,6,1,2,1,2,1,3,4,1,1,1
59670,4,2,2,6,6,6,2,1,1,2,6,6,2,2,9,9,9,4,99,2,9,9
59672,3,2,2,6,6,2,1,2,6,6,6,9,2,2,1,1,4,4,4,2,2,2
59673,2,2,6,6,6,6,1,1,6,2,6,6,1,2,1,1,2,2,5,2,3,2
59679,96,6,6,6,6,6,6,6,6,6,6,6,1,1,3,3,1,3,2,2,1,1
59680,3,6,6,6,6,6,6,6,6,6,6,6,2,2,1,3,2,2,6,2,2,1
59683,5,2,6,6,6,2,1,1,6,6,6,6,3,2,1,3,9,4,6,2,3,1
59684,2,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,2,4,3,2,2,2
59686,99,2,1,6,6,2,2,2,6,2,6,6,1,2,9,9,10,3,99,2,9,9
59688,3,1,1,2,2,6,2,6,6,6,6,6,1,2,2,2,5,4,2,1,2,2
59689,99,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,4,2,4,1,3,1
59690,96,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,10,1,3,1,1,1
59691,2,9,9,9,9,9,9,9,9,9,9,9,2,2,1,2,4,1,4,2,1,9
59693,96,9,6,9,9,9,6,6,6,6,6,6,3,2,9,9,1,4,99,1,9,9
59695,3,6,6,6,6,6,6,6,6,6,6,6,4,2,1,1,5,2,6,2,2,1
59696,5,1,1,2,6,2,6,6,6,6,6,6,1,1,1,2,8,4,3,1,2,1
59698,1,6,6,6,6,6,6,6,6,6,6,6,1,2,2,1,10,3,3,2,3,3
59699,3,1,1,2,6,2,2,6,2,2,6,9,2,1,1,2,9,1,6,1,1,1
59702,96,6,6,6,6,6,6,6,6,6,6,6,3,2,3,1,5,4,6,2,3,3
59703,2,2,6,1,6,1,2,6,6,6,6,6,1,2,1,2,8,2,5,1,2,2
59705,96,6,6,6,6,6,6,6,6,6,6,6,1,1,3,1,10,4,1,1,9,9
59706,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,2,2,6,1,2,1
59707,96,1,2,2,6,2,2,6,1,6,2,6,2,1,1,3,9,2,6,1,2,1
59708,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,3,4,1,6,2,9,9
59709,5,1,6,2,6,6,1,6,2,2,6,6,2,2,1,2,9,4,3,1,2,1
59710,1,2,6,1,6,6,1,6,2,2,6,6,1,1,1,1,7,2,6,1,1,1
59713,4,1,6,2,6,6,1,6,6,6,6,6,3,2,1,3,5,2,2,1,1,1
59714,3,2,6,2,6,2,1,1,6,2,6,6,1,2,1,2,6,4,5,2,2,1
59717,96,1,6,1,2,6,2,2,6,6,6,6,1,2,1,2,10,4,5,2,1,1
59718,4,2,2,6,2,2,1,1,6,6,6,6,1,1,1,2,5,4,2,1,2,1
59719,3,6,6,6,6,6,6,6,6,6,6,6,2,1,2,2,4,3,6,2,1,1
59720,4,1,6,1,6,2,2,6,6,6,6,6,2,1,1,1,7,1,6,1,3,1
59721,3,6,6,6,6,6,6,6,6,6,6,6,2,2,1,1,1,2,6,2,1,1
59724,1,2,6,1,6,6,1,6,6,6,6,6,4,2,1,2,9,2,6,2,3,3
59726,99,1,6,1,6,6,6,2,6,6,6,6,1,1,2,9,7,3,99,1,2,9
59727,3,2,6,6,6,6,1,1,2,2,6,6,2,2,1,2,4,4,6,1,3,3
59728,3,6,1,6,6,2,6,1,6,6,6,6,1,2,1,2,5,1,4,2,9,3
59732,5,2,6,6,6,1,2,1,6,6,6,6,2,2,3,3,5,3,4,2,1,1
59734,1,6,6,6,6,6,6,6,6,6,6,6,1,1,3,1,5,4,1,2,3,9
59736,2,1,1,6,6,6,6,2,6,6,6,6,1,2,1,2,4,1,6,2,1,1
59737,96,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,10,1,3,1,1,1
59738,3,2,6,6,6,6,1,1,2,2,6,6,3,1,1,2,8,4,6,2,1,1
59739,5,2,6,1,6,6,1,6,2,2,6,6,3,2,1,3,9,2,6,1,1,1
59740,2,6,6,6,6,6,6,6,6,6,6,6,1,2,2,1,4,2,4,2,2,1
59741,4,1,6,2,6,6,2,1,6,6,6,6,1,2,2,3,4,4,4,2,1,1
59743,3,2,6,6,6,2,2,1,1,6,6,6,3,2,2,2,9,4,6,1,3,2
59744,2,6,6,6,6,6,6,6,6,6,6,6,1,1,9,2,8,1,2,2,2,2
59745,96,2,1,6,6,2,6,2,1,6,6,6,1,1,1,2,9,4,3,2,1,1
59751,2,6,6,6,6,6,6,6,6,6,6,6,3,2,1,2,5,4,6,2,2,1
59752,2,6,6,6,6,6,6,6,6,6,6,6,1,2,3,1,9,3,3,1,1,1
59753,4,1,6,2,2,6,2,6,1,6,6,6,1,1,1,2,9,1,3,1,1,1
59754,2,6,6,6,6,6,6,6,6,6,6,6,3,2,3,1,5,2,3,2,3,3
59755,3,1,1,2,2,2,2,2,6,6,6,6,2,2,1,3,5,3,2,1,1,1
59758,5,1,6,6,6,2,2,6,1,2,6,6,2,1,1,2,9,1,6,1,1,1
59760,96,1,6,2,6,6,1,2,2,2,2,6,3,1,1,2,5,1,6,2,2,2
59762,2,2,6,6,6,6,1,6,1,2,6,6,1,1,1,2,8,4,6,2,1,1
59763,2,6,6,6,6,6,6,6,6,6,6,6,1,1,9,1,8,4,2,1,1,3
59764,5,2,1,1,6,6,6,2,6,6,6,6,2,2,1,3,10,4,3,2,1,1
59766,4,6,6,6,6,6,6,6,6,6,6,6,1,1,1,3,5,3,1,2,1,1
59768,5,2,6,2,2,1,1,2,2,6,6,6,3,2,2,3,4,3,6,1,1,1
59769,96,6,6,6,6,6,6,6,6,6,6,6,3,1,2,1,8,4,6,2,3,3
59770,4,2,6,6,6,1,2,6,6,6,2,6,3,2,3,3,4,4,6,1,1,9
59775,96,2,1,6,6,2,2,1,6,6,6,6,1,2,1,2,6,3,3,2,2,2
59776,4,6,6,6,6,6,6,6,6,6,6,6,3,1,3,2,7,4,3,2,3,1
59777,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,9,1,5,2,1,1
59780,5,2,6,6,6,1,6,6,1,6,6,6,1,2,2,3,7,3,2,1,3,1
59782,99,2,6,6,6,6,1,6,2,1,6,6,4,2,1,2,1,4,6,2,1,1
59783,3,2,1,6,6,2,2,1,6,6,6,6,1,2,1,2,10,4,2,2,1,1
59786,4,2,6,1,6,1,2,6,6,6,6,6,2,2,1,3,10,4,3,2,1,2
59788,5,2,1,6,6,6,2,1,6,6,6,6,1,1,1,2,4,4,1,1,2,1
59790,99,1,6,2,6,2,6,6,6,1,6,6,1,2,1,1,8,2,3,2,1,1
59791,96,1,1,6,6,2,2,2,6,6,6,6,1,2,2,2,6,1,3,2,3,1
59793,96,2,6,6,6,2,1,1,6,6,6,6,2,1,2,2,1,4,5,1,3,1
59795,99,9,9,9,9,9,9,9,9,9,9,9,1,1,1,9,5,1,99,2,9,9
59796,3,2,6,6,6,6,1,2,1,6,6,6,1,1,1,1,8,4,6,2,2,1
59798,2,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,4,3,3,2,2,1
59799,3,6,6,6,6,6,6,6,6,6,6,6,1,2,9,2,5,4,1,1,1,1
59801,96,1,6,6,1,6,6,2,6,6,6,6,3,2,2,3,6,2,5,1,1,1
59802,5,2,6,6,6,6,1,6,6,2,1,6,3,1,1,3,10,2,6,2,1,1
59805,4,6,6,6,6,6,6,6,6,6,6,6,4,2,1,3,1,1,6,1,1,1
59806,96,1,2,1,6,6,6,6,6,6,6,6,1,2,1,2,2,3,2,2,2,1
59809,2,6,6,6,6,6,6,6,6,6,6,6,1,1,3,2,2,4,1,2,1,1
59812,2,2,2,6,6,2,1,1,6,6,6,6,3,2,1,3,1,4,6,2,2,1
59813,3,6,6,6,6,6,6,6,6,6,6,6,4,1,9,3,10,4,1,2,1,1
59815,96,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,8,3,3,2,1,1
59819,96,1,2,6,6,1,2,2,6,6,6,6,1,2,1,2,5,4,1,2,9,9
59820,2,6,6,6,6,6,6,6,6,6,6,6,4,2,2,2,9,4,3,1,3,2
59821,3,1,6,6,6,2,1,2,6,6,6,6,1,1,1,2,8,4,3,1,1,1
59822,5,9,9,9,9,9,9,9,9,9,9,9,2,1,1,2,7,4,99,2,3,2
59823,3,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,8,4,2,1,9,9
59824,96,2,6,6,6,1,1,2,6,6,6,6,1,2,2,2,4,2,1,1,3,3
59825,1,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,4,6,1,1,1
59829,3,1,6,6,6,6,1,2,6,6,6,6,1,2,1,2,2,3,2,2,1,1
59831,4,2,1,2,6,6,1,2,6,6,6,6,1,2,1,3,5,2,3,2,1,1
59833,3,6,6,6,6,6,6,6,6,6,6,6,1,1,9,2,5,2,3,2,1,1
59835,4,6,6,6,6,6,6,6,6,6,6,6,4,2,3,2,9,3,6,1,1,1
59837,2,6,6,6,6,6,6,6,6,6,6,6,2,2,1,3,4,1,2,2,2,9
59839,5,2,6,2,6,1,1,2,6,6,6,6,1,1,1,2,7,2,2,1,1,1
59841,3,6,6,6,6,6,6,6,6,6,6,6,4,2,1,1,9,4,6,2,1,1
59842,3,1,6,2,6,6,1,6,6,6,6,6,4,1,1,1,8,4,99,2,1,1
59844,96,2,6,6,6,2,1,6,6,6,6,1,3,2,1,2,6,3,6,2,1,1
59845,5,2,1,6,6,2,2,6,6,6,1,6,3,2,1,3,5,4,6,2,1,9
59846,4,1,6,6,6,6,6,1,2,6,6,6,2,1,1,3,4,4,6,1,1,1
59848,2,1,6,6,6,6,2,1,6,6,6,6,2,2,1,1,1,2,6,1,1,1
59849,2,1,6,2,6,6,1,6,6,6,6,6,3,1,1,2,2,2,6,2,2,1
59853,4,1,6,6,6,2,2,6,6,1,6,6,4,2,2,3,1,2,6,2,1,1
59854,3,6,6,6,6,6,6,6,6,6,6,6,1,1,9,2,4,4,99,2,9,9
59855,2,1,6,6,6,6,6,1,6,2,6,6,2,1,3,2,5,1,1,2,2,2
59856,3,2,1,6,6,1,2,6,6,6,6,6,1,2,1,3,4,4,6,2,1,1
59857,3,2,2,1,2,2,2,1,6,6,2,6,1,2,1,2,10,3,4,2,1,1
59858,4,6,6,6,6,6,6,6,6,6,6,6,3,2,2,2,9,2,1,1,3,3
59859,4,6,6,6,6,6,6,6,6,6,6,6,3,2,2,3,7,3,6,2,3,1
59861,5,6,6,6,6,6,6,6,6,6,6,6,1,1,3,3,8,3,1,2,1,1
59862,96,1,6,6,6,6,6,2,1,2,6,6,1,1,1,2,6,4,1,2,1,1
59863,2,2,2,6,6,2,1,1,6,6,6,6,1,1,1,2,4,1,2,2,2,2
59866,3,6,6,6,6,6,6,6,6,6,6,6,9,2,1,1,10,1,6,2,1,1
59867,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,10,3,3,1,1,1
59868,5,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,5,2,4,1,1,1
59869,96,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,8,2,6,2,3,2
59870,2,1,6,6,6,1,2,2,6,6,6,6,3,2,1,1,4,4,6,1,2,2
59871,3,6,6,6,6,6,6,6,6,6,6,6,1,2,9,9,5,4,99,2,9,9
59873,3,1,6,6,6,6,1,6,2,2,2,6,2,2,1,2,5,2,6,1,1,1
59875,4,2,1,2,6,2,1,6,6,6,6,6,1,2,1,2,2,4,6,2,1,1
59876,96,2,6,6,6,6,1,1,6,2,6,6,3,1,1,1,1,2,6,1,3,3
59877,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,5,2,6,1,1,1
59878,3,1,6,1,6,2,2,6,6,6,6,6,1,1,1,2,2,4,3,2,1,1
59880,96,2,2,1,6,6,1,6,6,6,2,6,1,1,1,1,8,2,5,1,1,1
59881,3,6,6,6,6,6,6,6,6,6,6,6,3,2,9,9,4,4,99,1,9,9
59882,96,2,6,6,6,1,2,2,1,2,6,6,2,2,1,3,9,2,3,2,1,1
59883,3,2,6,1,6,6,2,1,6,6,6,6,1,1,2,1,8,3,1,2,3,2
59884,5,2,6,6,2,6,1,1,6,6,6,6,2,1,2,3,8,3,6,2,1,1
59887,4,1,6,6,6,6,1,6,2,6,6,6,1,2,1,2,9,2,3,1,1,1
59888,2,2,6,6,6,6,1,2,2,6,6,6,2,2,1,3,5,2,6,2,2,1
59890,5,6,6,6,6,6,6,6,6,6,6,6,4,1,1,2,10,2,6,2,1,1
59891,4,1,1,2,6,2,2,6,6,6,6,6,1,2,1,3,5,3,6,1,1,1
59893,5,6,6,6,6,6,6,6,6,6,6,6,4,1,3,3,5,4,6,2,3,3
59894,2,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,4,4,6,2,1,1
59897,4,2,6,1,2,1,2,2,6,6,6,6,3,1,1,3,1,1,4,1,3,1
59899,3,6,6,6,6,6,6,6,6,6,6,6,2,1,3,2,5,4,2,1,2,1
59900,3,2,6,6,2,1,1,6,2,2,2,6,4,2,9,3,10,1,6,2,1,1
59901,96,6,6,6,6,6,6,6,6,6,6,6,1,1,1,3,8,2,1,2,9,9
59904,3,2,6,2,6,1,2,6,6,6,6,1,4,2,1,2,5,4,6,1,1,1
59905,4,1,6,6,6,2,1,6,6,6,6,6,2,1,1,3,6,1,6,2,1,1
59907,4,2,6,6,6,6,1,1,6,2,6,6,2,1,3,3,7,2,3,2,1,1
59908,3,1,6,6,2,2,1,2,2,6,6,6,1,2,1,2,1,4,6,1,2,1
59909,3,6,6,6,6,6,6,6,6,6,6,6,1,2,3,2,4,4,3,1,3,3
59910,5,2,1,2,6,6,1,6,6,6,6,6,1,2,1,3,9,3,2,1,1,1
59911,5,6,6,6,6,6,6,6,6,6,6,6,4,1,2,3,10,3,6,2,1,1
59912,2,1,6,6,6,6,2,1,6,6,6,6,2,1,1,2,2,2,2,2,3,2
59913,4,1,1,2,6,2,2,2,6,6,6,6,1,2,1,3,4,2,6,2,9,9
59914,2,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,5,3,6,2,1,1
59915,3,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,5,4,6,2,2,1
59916,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,4,4,4,2,1,9
59917,4,2,6,6,6,1,2,1,6,6,6,6,1,2,1,2,2,4,2,2,3,3
59921,5,2,2,6,6,1,2,1,6,6,6,6,1,1,1,2,5,2,6,1,3,2
59922,96,6,6,6,6,6,6,6,6,6,6,6,4,2,2,1,4,2,6,2,1,1
59923,5,6,6,6,6,6,6,6,6,6,6,6,3,2,1,3,5,2,6,2,2,1
59925,5,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,8,1,6,1,1,9
59927,3,1,2,2,6,2,1,6,2,6,6,6,1,2,1,2,9,1,5,2,2,2
59928,4,1,6,2,6,2,1,6,6,6,6,6,2,1,2,3,9,1,6,1,1,1
59929,96,1,1,2,6,2,2,6,6,6,6,6,1,2,1,2,4,4,6,2,2,1
59931,3,2,6,2,6,1,6,2,1,2,6,6,2,2,1,3,2,2,6,2,1,1
59932,4,2,1,6,6,2,6,1,6,6,6,6,1,2,1,2,5,4,1,1,1,1
59933,2,2,6,1,1,2,6,6,6,2,6,6,1,2,1,2,2,4,6,2,1,1
59934,2,1,6,6,6,1,2,6,6,6,6,6,2,1,1,2,4,2,6,2,3,3
59936,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,2,2,1,1,3,3
59937,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,5,2,6,2,1,1
59938,96,6,6,6,6,6,6,6,6,6,6,6,2,1,2,2,7,4,4,2,3,1
59940,1,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,8,1,3,2,1,1
59941,3,2,6,1,6,6,2,1,6,6,6,6,1,1,1,3,8,3,3,2,1,1
59944,3,1,6,1,6,2,6,6,6,6,6,6,1,1,1,2,7,1,4,2,1,1
59945,2,6,6,6,6,6,6,6,6,6,6,6,2,1,9,3,7,4,1,2,2,1
59946,3,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,9,2,3,1,1,1
59948,3,6,6,6,6,6,6,6,6,6,6,6,1,2,3,1,2,4,1,2,1,1
59949,2,6,6,6,6,6,6,6,6,6,6,6,1,1,9,2,4,4,2,1,3,2
59950,5,6,6,6,6,6,6,6,6,6,6,6,3,1,2,2,8,2,6,2,1,1
59952,5,2,1,6,6,1,6,2,6,6,6,6,1,2,1,2,5,4,1,1,1,1
59956,4,6,6,6,6,6,6,6,6,6,6,6,2,2,1,3,4,4,4,1,1,1
59960,3,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,8,1,2,1,3,2
59962,4,2,1,6,6,2,2,1,6,6,6,6,1,2,1,2,9,4,3,1,3,1
59963,3,2,1,6,2,6,2,1,6,6,6,6,1,2,1,2,5,2,2,1,1,1
59964,96,2,6,6,6,1,2,2,6,6,6,6,1,2,1,2,8,3,3,2,2,2
59965,3,2,6,6,6,1,2,1,6,6,6,6,1,2,9,2,5,1,2,2,1,1
59966,3,6,6,6,6,6,6,6,6,6,6,6,1,2,3,2,5,2,1,1,1,1
59968,96,2,1,6,6,2,6,1,6,6,6,6,1,2,1,2,9,3,2,2,3,3
59969,99,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,2,1,4,2,1,1
59970,96,1,6,6,6,1,2,6,6,6,6,6,3,2,1,2,1,4,6,1,1,1
59971,4,6,6,6,6,6,6,6,6,6,6,6,2,1,1,2,5,2,6,2,1,1
59972,96,6,6,6,6,6,6,6,6,6,6,6,4,1,9,3,4,4,6,2,1,1
59974,5,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,9,4,4,1,1,1
59975,1,1,6,1,6,2,6,6,6,6,6,6,4,1,1,2,4,4,6,2,1,1
59976,96,2,2,6,6,1,6,1,6,6,6,6,1,1,1,1,2,2,2,2,3,3
59978,2,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,4,2,6,2,1,1
59979,2,6,6,6,6,6,6,6,6,6,6,6,4,2,1,2,2,2,6,2,1,1
59981,4,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,5,2,4,2,2,2
59982,4,2,6,6,6,6,1,2,6,1,6,6,2,1,1,2,10,4,6,1,1,1
59985,2,1,6,6,6,2,1,6,6,6,6,9,1,1,1,2,7,1,4,2,2,2
59987,1,2,1,6,2,1,2,2,6,6,6,6,1,2,1,3,5,2,1,2,1,1
59988,3,2,1,2,6,2,2,1,6,6,6,6,2,2,1,2,4,4,6,1,2,2
59989,3,2,1,6,6,6,1,2,6,6,6,6,2,2,1,2,5,4,3,2,1,1
59990,5,2,6,6,6,6,1,6,1,2,6,6,2,1,1,2,8,2,6,1,1,1
59991,3,2,6,6,6,1,6,1,6,6,6,6,1,2,1,2,4,3,6,1,2,2
59993,96,6,6,6,6,6,6,6,6,6,6,6,3,2,1,1,8,4,3,2,2,1
59994,5,2,6,6,1,6,1,6,6,6,6,6,4,2,1,2,1,4,6,2,1,1
59995,5,2,1,6,6,6,2,1,6,6,6,6,2,1,1,2,10,2,6,2,3,2
59997,3,6,6,6,6,6,6,6,6,6,6,6,1,1,9,3,8,4,2,2,1,1
59998,2,6,6,6,6,6,6,6,6,6,6,6,4,2,1,1,1,2,6,2,2,1
59999,5,1,2,2,2,2,1,6,6,6,6,6,1,1,2,2,5,3,3,1,2,2
60000,5,2,6,2,6,1,1,6,6,2,6,6,2,2,1,3,6,1,6,2,1,1
60002,2,6,6,6,6,6,6,6,6,6,6,6,2,1,1,1,8,4,6,2,3,3
60003,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,9,4,2,1,1,1
60004,2,2,2,2,2,1,2,2,6,6,6,1,1,2,1,2,4,1,2,2,1,1
60006,3,1,6,2,6,6,6,2,2,2,6,6,2,2,2,3,4,2,3,1,1,1
60008,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,10,3,6,2,3,1
60010,3,1,6,6,6,6,6,1,6,2,6,6,1,1,1,3,8,4,1,2,1,1
60011,5,6,6,6,6,6,6,6,6,6,6,6,4,1,2,3,4,2,6,2,1,1
60012,1,6,6,6,6,6,6,6,6,6,6,6,3,2,1,3,1,3,6,2,2,2
